tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570033593394667000,positive,0.6639,,,Virgin America,,jamesferrandini,,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",,42058.7311805556,,
570012257549070000,positive,1,,,Virgin America,,arieldaie,,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,,42058.6723032407,Los Angeles,
570010571707256000,positive,1,,,Virgin America,,ChelseaPoe666,,0,=@VirginAmerica wow this just blew my mind,,42058.667650463,Oakland via Midwest ,Atlantic Time (Canada)
570006886012973000,positive,0.657,,,Virgin America,,joyabsalon,,0,=@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive!NO to @carrieunderwood,,42058.6574768519,Northern Virginia,Eastern Time (US & Canada)
569996245462159000,positive,1,,,Virgin America,,VinnieFerra,,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,,42058.6281134259,"brooklyn, Ny",Pacific Time (US & Canada)
569990222609412000,positive,0.635,,,Virgin America,,KevinDemsi,,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,,42058.6114930556,"Bali, Republic of Indonesia",Kuala Lumpur
569986348041547000,positive,1,,,Virgin America,,jeffreymace01,,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,,42058.6007986111,,
569972508499283000,positive,0.6922,,,Virgin America,,Travelzoo,,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,,42058.5626157407,"New York, NY",Pacific Time (US & Canada)
569942903683813000,positive,1,,,Virgin America,,mrmichaellay,,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",42058.4809143519,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774000,positive,1,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,,42058.4783101852,"Dallas, Texas",Mountain Time (US & Canada)
569933777931145000,positive,1,,,Virgin America,,artisticwritr87,,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,,42058.4557407407,"Seattle, WA",Pacific Time (US & Canada)
569887049446076000,positive,1,,,Virgin America,,TheDuchessSF,,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",,42058.3267939815,Online,Pacific Time (US & Canada)
569873669700358000,positive,0.6823,,0,Virgin America,,flyfromWAS,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",,42058.2898726852,"Washington, DC",Eastern Time (US & Canada)
569873665640292000,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,42058.2898611111,"New York City, NY",Central Time (US & Canada)
569872058613673000,positive,0.677999999999999,,,Virgin America,,Silvanabfer,,0,@VirginAmerica Have a great week 🌞✈,,42058.2854282407,,
569861209781989000,positive,0.3482,,0,Virgin America,,AdamJdubs,,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,,42058.2554861111,Earth,Eastern Time (US & Canada)
569814339785338000,positive,1,,,Virgin America,,tstashajones,,0,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",,42058.1261458333,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
569777607371128000,positive,1,,,Virgin America,,SkateMamas,,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,,42058.0247916667,"Los Angeles, CA",
569774078233419000,positive,1,,,Virgin America,,dngoo,,0,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,,42058.0150462963,"Near a park, water, or lights",Pacific Time (US & Canada)
569770363623575000,positive,1,,,Virgin America,,SamBrittenham,,0,"=@VirginAmerica love the team running Gate #REF! at LAS tonight. Waited for a delayed flight, and they kept things entertaining",,42058.0048032407,USA,Eastern Time (US & Canada)
569714127792254000,positive,1,,,Virgin America,,ptbrodie,,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,,42057.8496180556,San Francisco,
569675144353828000,positive,1,,,Virgin America,,cheryleng,,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,"[33.9469039, -118.40716847]",42057.7420486111,,Pacific Time (US & Canada)
569652497947734000,positive,1,,,Virgin America,,JKF1897,,0,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,,42057.6795486111,,
569625739231948000,positive,1,,,Virgin America,,lisaptv,,1,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,,42057.6057175926,,Mountain Time (US & Canada)
569620102389350000,positive,0.7011,,,Virgin America,,HollywoodHotMom,,0,@VirginAmerica always!!! Xoxo,,42057.590162037,All Over!,Pacific Time (US & Canada)
569616490380439000,positive,1,,,Virgin America,,SkateMamas,,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,,42057.5801851852,"Los Angeles, CA",
569614024578600000,positive,1,,,Virgin America,,HollywoodHotMom,,0,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,,42057.5733912037,All Over!,Pacific Time (US & Canada)
569599867716132000,positive,1,,,Virgin America,,jessicajaymes,,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,"[33.94652852, -118.40766257]",42057.5343171296,"hollywood, california",Pacific Time (US & Canada)
569596445680115000,positive,1,,,Virgin America,,livingfitly,,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,,42057.5248726852,"Washington, DC",Eastern Time (US & Canada)
569580805036453000,positive,1,,,Virgin America,,paulnakada,,0,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),,42057.481712963,San Francisco,Pacific Time (US & Canada)
569354267854704000,positive,1,,,Virgin America,,simpasmore,,0,=@VirginAmerica Thank you for the follow,,42056.8565972222,Barbados ,Eastern Time (US & Canada)
569318130356502000,positive,0.3579,,0,Virgin America,,miaerolinea,,0,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,,42056.756875,Worldwide,Caracas
569316358845911000,positive,1,,,Virgin America,,archiegips,,0,@VirginAmerica Only way to fly! #Elevate #Gold,,42056.7519791667,LaLa Land,Pacific Time (US & Canada)
569304436612444000,positive,0.6783,,,Virgin America,,advertisingdiva,,0,@VirginAmerica you will match my #AmericanAirlines status? Cool!,"[38.9128188, -77.00798226]",42056.7190856481,DC - LA - Venice Beach,Eastern Time (US & Canada)
569298165855338000,positive,1,,,Virgin America,,lexiesalas,,0,@VirginAmerica thanks!,,42056.7017824074,BAYAREA✈️NYC,Pacific Time (US & Canada)
569262527281913000,positive,1,,,Virgin America,,JT_Magana,,0,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,,42056.6034375,,
569261347688607000,positive,1,,,Virgin America,,carabubes,,0,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",,42056.6001851852,"Los Angeles, California",Central Time (US & Canada)
569260526976544000,positive,1,,,Virgin America,,wmrrock,,0,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,,42056.5979166667,CT,Eastern Time (US & Canada)
569253311813185000,positive,1,,,Virgin America,,DailyBillboard,,0,@VirginAmerica Keep up the great work :),,42056.5780092593,"Los Angeles, California",Pacific Time (US & Canada)
569253236093267000,positive,1,,,Virgin America,,BigRichTexasPam,,0,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,"[32.84359605, -96.84910929]",42056.5778009259,FREE ADVICE! ,Central Time (US & Canada)
569250469178175000,positive,0.6775,,0,Virgin America,,rtw4,,0,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,,42056.570162037,"Natick, MA, USA",Central Time (US & Canada)
569248400836726000,positive,1,,,Virgin America,,kyle_romanoff,,0,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",,42056.5644560185,,
569240250192670000,positive,0.6667,,0,Virgin America,,aaronkurlander,,0,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,,42056.5419675926,"New York, NY",Eastern Time (US & Canada)
569222494952886000,positive,0.6522,,,Virgin America,,carlos89178,,0,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,,42056.492974537,,
569221440794271000,positive,1,,,Virgin America,,carlos89178,,0,=@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,,42056.4900578704,,
569212570478911000,positive,0.7081,,,Virgin America,,stefanpinto,,0,@VirginAmerica Like http://t.co/VPqEm31XUQ,,42056.4655787037,"Los Angeles, CA",Pacific Time (US & Canada)
569209566715469000,positive,1,,,Virgin America,,jennifer_caron,,0,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,,42056.4572916667,"Los Angeles, CA",Pacific Time (US & Canada)
569208480793567000,positive,0.6899,,,Virgin America,,miaerolinea,,0,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",,42056.4542939815,Worldwide,Caracas
569205125278859000,positive,1,,,Virgin America,,ninjasistah,,0,@VirginAmerica thanks so much!,,42056.4450347222,Massachusetts,Eastern Time (US & Canada)
569202691185909000,positive,0.6575,,,Virgin America,,EleonoraKaras,,0,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",,42056.4383217593,New York,
569201943131738000,positive,1,,,Virgin America,,carlosondrums,,0,@VirginAmerica Very nicely done. 👏,,42056.4362615741,Las Vegas,Eastern Time (US & Canada)
569200619430420000,positive,0.6701,,,Virgin America,,ninjasistah,,0,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),,42056.4326041667,Massachusetts,Eastern Time (US & Canada)
569198104806699000,positive,1,,,Virgin America,,SunRighteous,,0,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,,42056.4256712963,,Alaska
569197967959154000,positive,1,,,Virgin America,,readerriter,,0,@VirginAmerica sounds like fun !,,42056.4252893518,"CALIFORNIA, USA",Pacific Time (US & Canada)
569180623165915000,positive,0.6771,,,Virgin America,,InuAtah,,0,"=@VirginAmerica classiq, luv Virgin America. Greetingz",,42056.3774305556,Abuja,
569176777056079000,positive,1,,,Virgin America,,Recessionista,,0,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,,42056.3668171296,"Los Angeles, CA",Pacific Time (US & Canada)
569165709516759000,positive,1,,,Virgin America,,moosekazmi,,0,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,,42056.3362731481,"Las Piedras, Peru",
569110766235877000,positive,1,,,Virgin America,,_LisaCap,,0,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,,42056.1846527778,"Charlestown, MA",
569020707113476000,positive,1,,,Virgin America,,courtDMC,,0,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",,42055.9361458333,New York for now.,Central Time (US & Canada)
569011849976348000,positive,1,,,Virgin America,,Cydney_Chase,,0,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,,42055.9117013889,#SF#Optimist #Freefalling,Pacific Time (US & Canada)
568972394297077000,positive,1,,,Virgin America,,AnnaProsser,,0,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",,42055.8028240741,USA,Pacific Time (US & Canada)
568929979981033000,positive,1,,,Virgin America,,djchuang,,1,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,"[32.8454782, -96.8504585]",42055.685787037,"Orange County, CA",Pacific Time (US & Canada)
568923762764095000,positive,0.6855,,,Virgin America,,AlyssaJenS,,0,@VirginAmerica I see what you did there ;),,42055.6686226852,"Bay Area, CA",Pacific Time (US & Canada)
568911350656675000,positive,1,,,Virgin America,,drsaadiaim,,0,@VirginAmerica your inflight team makes the experience #amazing!,,42055.634375,Boca Raton FL 33434,
568910590921609000,positive,1,,,Virgin America,,MaverickGamersX,,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,42055.6322800926,Follow/Retweet for giveaways!,
568897315458691000,positive,1,,,Virgin America,,CanPOREOTICS,,0,=@VirginAmerica fav airline,,42055.5956481481,"Anaheim, CA",
568890074164809000,positive,0.6776,,,Virgin America,,MaverickGamersX,,0,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),,42055.5756597222,Follow/Retweet for giveaways!,
568874645564362000,positive,1,,,Virgin America,,AcronymBex,,0,@VirginAmerica Thank you!!,,42055.5330902778,"NY, NY",Eastern Time (US & Canada)
568840560347373000,positive,1,,,Virgin America,,polaroidmisha,,0,=@VirginAmerica would love to do more for Virgin just like I do for @GoPro,"[0.0, 0.0]",42055.4390277778,San Francisco,Pacific Time (US & Canada)
568815689684815000,positive,1,,,Virgin America,,thecompostcook,,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,"[37.77465018, -122.44032176]",42055.3704050926,"New York, NY",Eastern Time (US & Canada)
568805696780824000,positive,1,,,Virgin America,,matthewhirsch,,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,42055.3428240741,"Hoboken, NJ",Eastern Time (US & Canada)
568803996774879000,positive,0.6884,,,Virgin America,,GabriellaDago,,0,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",,42055.3381365741,New York City,Eastern Time (US & Canada)
568802396907835000,positive,0.6658,,,Virgin America,,AdamSinger,,0,@VirginAmerica happy to spend the day together. Let's do this!,,42055.3337152778,"San Francisco, CA",Central Time (US & Canada)
568795139512127000,positive,1,,,Virgin America,,JayRockerz,,0,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,,42055.3136921296,"39.149054,  -77.273589",Eastern Time (US & Canada)
568791035297468000,positive,1,,,Virgin America,,Hwoodboy24,,0,@VirginAmerica thank you! I absolutely will 😎,,42055.3023726852,BOS • LA • NYC ,Pacific Time (US & Canada)
568643040073506000,positive,0.6809,,,Virgin America,,TMAnderson10,,0,=@VirginAmerica how about some free drinks on the flight back for the free promo?,,42054.8939814815,"Dallas, TX",
568633361595412000,positive,1,,,Virgin America,,SSal,,0,@VirginAmerica @SSal thanks!,,42054.8672685185,"Dutchess County, NY",Eastern Time (US & Canada)
568605449659895000,positive,0.6482,,,Virgin America,,SuuperG,,0,@VirginAmerica Thanks!,,42054.7902546296,Wandering So-Cal-ian,Pacific Time (US & Canada)
568604690767872000,positive,1,,,Virgin America,,imacsweb,,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,42054.7881597222,At an airport near you....,Pacific Time (US & Canada)
568602941940043000,positive,1,,,Virgin America,,SuuperG,,0,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,,42054.7833333333,Wandering So-Cal-ian,Pacific Time (US & Canada)
568553610981740000,positive,1,,,Virgin America,,SigmaRue,,0,"=@VirginAmerica I adore you, and AM So looking forward to my flight to Austin in two weeks.",,42054.6471990741,"Portland, OR",Pacific Time (US & Canada)
568543525505089000,positive,0.6875,,,Virgin America,,MNDNCH,,0,=@VirginAmerica I was So glad it was mentioned. I took my first Virgin flight a few years back and it was a transformative experience.,,42054.619375,SD/LA/PS,Pacific Time (US & Canada)
568525368572817000,positive,1,,,Virgin America,,graveyardtravel,,0,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",,42054.5692708333,"Portland, Oregon",Tijuana
568491256508231000,positive,1,,,Virgin America,,alexster4324,,0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",,42054.4751388889,,
568490223417602000,positive,1,,,Virgin America,,beasharif,,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,42054.4722800926,The World,Pacific Time (US & Canada)
568481985221537000,positive,1,,,Virgin America,,Rgulojr,,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,42054.4495486111,Chicago,Eastern Time (US & Canada)
568478510538493000,positive,0.6548,,,Virgin America,,_kristenicole_,,0,@VirginAmerica ok! first time flying with you tonight :),,42054.4399652778,☂ Seattle | WA,Eastern Time (US & Canada)
568460512553353000,positive,0.6888,,,Virgin America,,mightymeesh,,0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,,42054.3903009259,San Francisco,
568452186977361000,positive,0.6667,,,Virgin America,,KarinSLee,,0,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,,42054.3673263889,all over ca,
568451468560187000,positive,0.6395,,,Virgin America,,EricLMitchell,,0,=@VirginAmerica  flight Booking Problems last second flight for next week from SFO- to San Any chance you want to gift me a promo code since I love you guys,,42054.3653472222,San Francisco,Pacific Time (US & Canada)
568437415603507000,positive,0.6618,,,Virgin America,,kzone7,,0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,42054.3265625,"Long Island, NY",Eastern Time (US & Canada)
568434482270707000,positive,1,,,Virgin America,,heatherbeckel,,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,,42054.3184722222,ATX,Central Time (US & Canada)
568429677779365000,positive,1,,,Virgin America,,marshman240,,0,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,,42054.3052083333,San Francisco,
568406048777900000,positive,1,,,Virgin America,,MarcSM,,0,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,,42054.2400115741,"East Village, New York City",Eastern Time (US & Canada)
568392783922372000,positive,0.6871,,,Virgin America,,quackling,,0,@VirginAmerica that doesn't look to fat to me! It looks yummy!,,42054.2034027778,"Birmingham, Michigan",
568303606710956000,positive,0.6724,,,Virgin America,,_raulll,,0,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,,42053.9573263889,"mckinney, tx",
568279994876571000,positive,1,,,Virgin America,,TLoui143,,0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),,42053.8921643519,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
568245360998658000,positive,1,,,Virgin America,,GeorgettePierre,,0,=@VirginAmerica Thank you,,42053.7965972222,your third eye...,Eastern Time (US & Canada)
568239036533497000,positive,1,,,Virgin America,,Joaquin68443,,0,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,,42053.7791435185,714 to 972,
568204964742496000,positive,1,,,Virgin America,,eganist,,0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",,42053.6851157407,Washington D.C.,Eastern Time (US & Canada)
568195292803129000,positive,1,,,Virgin America,,mirandahaustin,,0,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,,42053.6584375,"Austin, TX",Central Time (US & Canada)
568189531033174000,positive,1,,,Virgin America,,iamDavidAustin,,0,=@VirginAmerica great. Well deserved.,,42053.6425347222,,Pacific Time (US & Canada)
568146157534367000,positive,1,,,Virgin America,,wmrrock,,0,@VirginAmerica got it. All set - Thanks!,"[0.0, 0.0]",42053.5228472222,CT,Eastern Time (US & Canada)
568140092453179000,positive,1,,,Virgin America,,JCervantezzz,,0,=@VirginAmerica Giants and Virgin America. a match made in heaven.,,42053.5061111111,"California, San Francisco",Pacific Time (US & Canada)
568140010458894000,positive,1,,,Virgin America,,GabriellaDago,,0,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",,42053.5058796296,New York City,Eastern Time (US & Canada)
568120102660341000,positive,1,,,Virgin America,,ctpsts,,0,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,,42053.4509490741,,
568119079371997000,positive,1,,,Virgin America,,jhen_d,,0,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,,42053.448125,"Austin, Texas",Mountain Time (US & Canada)
568100257931747000,positive,1,,,Virgin America,,jtwiegele,,0,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,,42053.3961805556,"San Francisco, CA",
568095440517754000,positive,0.6655,,,Virgin America,,chrisdpatton,,0,"=@VirginAmerica , AM I dreaming? did you Really just open up a Route between Dallas and Austin?!And does this mean Houston Might be next?",,42053.3828935185,"Annapolis, Maryland",
568093957080551000,positive,0.6522,,,Virgin America,,stopasyougo,,0,=@VirginAmerica omg FINALLY,,42053.3787962963,,Central Time (US & Canada)
568068214325784000,positive,1,,,Virgin America,,dreamerintexas,,0,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,,42053.3077662037,austin dallas chile london,Central Time (US & Canada)
568064123621093000,positive,1,,,Virgin America,,WilsonJoshuaLee,,0,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,,42053.2964699074,"Dallas, TX",Central Time (US & Canada)
568059129601724000,positive,1,,,Virgin America,,dsg0110,,0,"=@VirginAmerica love it, taking @SouthwestAir on in their backyard!Consumers win when biz competes.",,42053.2826967593,"San Diego, CA",Pacific Time (US & Canada)
568058610296565000,positive,1,,,Virgin America,,lakebrahlands,,0,@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.,,42053.2812615741,"Zip City aka Dallas, TX ",Central Time (US & Canada)
568050777744379000,positive,1,,,Virgin America,,letherebeflight,,0,@VirginAmerica Congrats VX on the new route! ✈️🎉,,42053.2596412037,,
567908796917420000,positive,0.6431,,,Virgin America,,HaraLillier,,0,=@VirginAmerica I AM all about the in flight artisanal cheese and wine pairing.,,42052.8678587963,,Atlantic Time (Canada)
567893201719156000,positive,0.6559,,,Virgin America,,KallysAlbertSr,,0,@VirginAmerica That's classy.,,42052.8248148148,USA,
567873698679623000,positive,0.6681,,,Virgin America,,Price714,,0,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,,42052.7710069444,"Hamilton, Ohio",Atlantic Time (Canada)
567858317831249000,positive,0.7162,,,Virgin America,,mctrees02,,0,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍,,42052.7285532407,"Dallas, TX",Central Time (US & Canada)
567846970141716000,positive,0.6733,,,Virgin America,,TheAdamRizz,,0,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,,42052.6972453704,"Dallas, Texas",Pacific Time (US & Canada)
567828603976597000,positive,0.6858,,0,Virgin America,,myvortex,,0,"=@VirginAmerica another perfect flight.   how come on your planes,  the sun visors can stay down?  other carriers make you raise them?",,42052.6465625,could be anywhere,
567823564167192000,positive,1,,,Virgin America,,miaerolinea,,1,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX",,42052.632662037,Worldwide,Caracas
567814795895787000,positive,1,,,Virgin America,,mynejas,,0,=@VirginAmerica I love the dancing little richard. cool beans.,,42052.6084606481,"Oakland, CA",Pacific Time (US & Canada)
